Subject,Grade,Strand,SubStrand,ItemType,ItemText
Mathematics Activities,Grade 2,Measurement,Capacity,LearningOutcome,enjoy measuring capacity
Mathematics Activities,Grade 2,Measurement,Capacity,KeyInquiryQuestion,How can we find out which container holds more?
Mathematics Activities,Grade 2,Measurement,Time,LearningOutcome,recite the days of the week
Mathematics Activities,Grade 2,Measurement,Time,LearningOutcome,relate activities to different times of the day
Mathematics Activities,Grade 2,Measurement,Time,LearningOutcome,enjoy telling time
Mathematics Activities,Grade 2,Measurement,Time,KeyInquiryQuestion,How do we tell time?
Mathematics Activities,Grade 2,Measurement,Money,LearningOutcome,identify Kenyan currency coins
Mathematics Activities,Grade 2,Measurement,Money,LearningOutcome,relate the different denominations of coins
Mathematics Activities,Grade 2,Measurement,Money,LearningOutcome,use money in shopping activities
Mathematics Activities,Grade 2,Measurement,Money,LearningOutcome,enjoy using money
Mathematics Activities,Grade 2,Measurement,Money,KeyInquiryQuestion,How do we use money?
Mathematics Activities,Grade 2,Geometry,Shapes,LearningOutcome,"identify the rectangle, triangle and circle"
Mathematics Activities,Grade 2,Geometry,Shapes,LearningOutcome,"make patterns using the rectangle, triangle and circle"
Mathematics Activities,Grade 2,Geometry,Shapes,LearningOutcome,enjoy working with shapes
Mathematics Activities,Grade 2,Geometry,Shapes,KeyInquiryQuestion,How are shapes used in our daily life?
Environmental Activities,Grade 3,Social Environment,Our School and its Neighbourhood,LearningOutcome,identify the location of our school
Environmental Activities,Grade 3,Social Environment,Our School and its Neighbourhood,LearningOutcome,describe the features of our school and its neighbourhood
Environmental Activities,Grade 3,Social Environment,Our School and its Neighbourhood,LearningOutcome,draw a picture map of our school
Environmental Activities,Grade 3,Social Environment,Our School and its Neighbourhood,LearningOutcome,appreciate their school and neighbourhood
Environmental Activities,Grade 3,Social Environment,Our School and its Neighbourhood,KeyInquiryQuestion,Where is our school located?
Environmental Activities,Grade 3,Social Environment,Child Rights and Responsibilities,LearningOutcome,identify child rights and responsibilities
Environmental Activities,Grade 3,Social Environment,Child Rights and Responsibilities,LearningOutcome,discuss the importance of child rights and responsibilities
Environmental Activities,Grade 3,Social Environment,Child Rights and Responsibilities,LearningOutcome,practise their rights and responsibilities
Environmental Activities,Grade 3,Social Environment,Child Rights and Responsibilities,LearningOutcome,appreciate their rights and responsibilities
Environmental Activities,Grade 3,Social Environment,Child Rights and Responsibilities,KeyInquiryQuestion,Why are child rights and responsibilities important?
Environmental Activities,Grade 3,Natural Environment,Weather and the Sky,LearningOutcome,identify the elements of weather
Environmental Activities,Grade 3,Natural Environment,Weather and the Sky,LearningOutcome,observe and record the elements of weather
Environmental Activities,Grade 3,Natural Environment,Weather and the Sky,LearningOutcome,appreciate different weather conditions
Environmental Activities,Grade 3,Natural Environment,Weather and the Sky,KeyInquiryQuestion,How does weather affect our daily lives?
Environmental Activities,Grade 3,Natural Environment,Plants and Animals,LearningOutcome,identify the uses of plants and animals
Environmental Activities,Grade 3,Natural Environment,Plants and Animals,LearningOutcome,discuss ways of caring for plants and animals
Environmental Activities,Grade 3,Natural Environment,Plants and Animals,LearningOutcome,practice caring for plants and animals
Environmental Activities,Grade 3,Natural Environment,Plants and Animals,LearningOutcome,appreciate the importance of plants and animals
Environmental Activities,Grade 3,Natural Environment,Plants and Animals,KeyInquiryQuestion,How can we care for plants and animals?
Environmental Activities,Grade 3,Natural Environment,Water,LearningOutcome,identify the sources of water
Environmental Activities,Grade 3,Natural Environment,Water,LearningOutcome,discuss the uses of water
Environmental Activities,Grade 3,Natural Environment,Water,LearningOutcome,practise ways of saving water
Environmental Activities,Grade 3,Natural Environment,Water,LearningOutcome,appreciate the importance of water
Environmental Activities,Grade 3,Natural Environment,Water,KeyInquiryQuestion,How can we save water?
Environmental Activities,Grade 3,Natural Environment,Soils,LearningOutcome,identify the types of soil
Environmental Activities,Grade 3,Natural Environment,Soils,LearningOutcome,investigate the properties of different types of soil
Environmental Activities,Grade 3,Natural Environment,Soils,LearningOutcome,appreciate different types of soil
Environmental Activities,Grade 3,Natural Environment,Soils,KeyInquiryQuestion,How do different types of soil feel?
Environmental Activities,Grade 3,Care for the Environment,Waste Management,LearningOutcome,identify types of waste
Environmental Activities,Grade 3,Care for the Environment,Waste Management,LearningOutcome,practise proper waste disposal
Environmental Activities,Grade 3,Care for the Environment,Waste Management,LearningOutcome,appreciate a clean environment
Environmental Activities,Grade 3,Care for the Environment,Waste Management,KeyInquiryQuestion,How can we keep our environment clean?
Environmental Activities,Grade 3,Care for the Environment,Resource Management,LearningOutcome,identify resources in the environment
Environmental Activities,Grade 3,Care for the Environment,Resource Management,LearningOutcome,discuss ways of using resources sparingly
Environmental Activities,Grade 3,Care for the Environment,Resource Management,LearningOutcome,practise using resources sparingly
Environmental Activities,Grade 3,Care for the Environment,Resource Management,LearningOutcome,appreciate the importance of using resources sparingly
Environmental Activities,Grade 3,Care for the Environment,Resource Management,KeyInquiryQuestion,Why should we use resources sparingly?
Christian Religious Education,Grade 3,The Bible,God's Book,LearningOutcome,explain the Bible as God's book
Christian Religious Education,Grade 3,The Bible,God's Book,LearningOutcome,identify people who wrote the Bible
Christian Religious Education,Grade 3,The Bible,God's Book,LearningOutcome,narrate the story of the writing of the scroll by Prophet Jeremiah
Christian Religious Education,Grade 3,The Bible,God's Book,LearningOutcome,show interest in reading the Bible
Christian Religious Education,Grade 3,The Bible,God's Book,KeyInquiryQuestion,Why is the Bible called God's book?
Christian Religious Education,Grade 3,Creation,God's Wonderful Creation,LearningOutcome,identify God's wonderful creation
Christian Religious Education,Grade 3,Creation,God's Wonderful Creation,LearningOutcome,sing songs of praise to God
Christian Religious Education,Grade 3,Creation,God's Wonderful Creation,LearningOutcome,show appreciation to God for His wonderful creation
Christian Religious Education,Grade 3,Creation,God's Wonderful Creation,KeyInquiryQuestion,How do we praise God for His creation?
Christian Religious Education,Grade 3,Creation,The Garden of Eden,LearningOutcome,narrate the story of the garden of Eden
Christian Religious Education,Grade 3,Creation,The Garden of Eden,LearningOutcome,identify the responsibilities given to Adam and Eve
Christian Religious Education,Grade 3,Creation,The Garden of Eden,LearningOutcome,show willingness to be responsible
Christian Religious Education,Grade 3,Creation,The Garden of Eden,KeyInquiryQuestion,What do we learn from the story of the garden of Eden?
Christian Religious Education,Grade 3,The Life of Jesus,The Boyhood of Jesus,LearningOutcome,narrate the story of the boyhood of Jesus
Christian Religious Education,Grade 3,The Life of Jesus,The Boyhood of Jesus,LearningOutcome,identify lessons learnt from the boyhood of Jesus
Christian Religious Education,Grade 3,The Life of Jesus,The Boyhood of Jesus,LearningOutcome,show desire to be obedient like Jesus
Christian Religious Education,Grade 3,The Life of Jesus,The Boyhood of Jesus,KeyInquiryQuestion,What can we learn from the boyhood of Jesus?
Christian Religious Education,Grade 3,The Life of Jesus,Jesus and Children,LearningOutcome,narrate the story of Jesus blessing children
Christian Religious Education,Grade 3,The Life of Jesus,Jesus and Children,LearningOutcome,identify ways in which Jesus showed love to children
Christian Religious Education,Grade 3,The Life of Jesus,Jesus and Children,LearningOutcome,show love to others
Christian Religious Education,Grade 3,The Life of Jesus,Jesus and Children,KeyInquiryQuestion,How did Jesus show love to children?
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Heals,LearningOutcome,narrate the story of the healing of the ten lepers
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Heals,LearningOutcome,identify lessons learnt from the healing of the ten lepers
Christian Religious Education,Grade 3,The Life_of Jesus,Jesus Heals,LearningOutcome,show gratitude for what they receive from others
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Heals,KeyInquiryQuestion,Why should we be grateful?
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Prays,LearningOutcome,explain the meaning of prayer
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Prays,LearningOutcome,say the Lord's prayer
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Prays,LearningOutcome,recite the Lord's prayer
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Prays,LearningOutcome,show willingness to pray
Christian Religious Education,Grade 3,The Life of Jesus,Jesus Prays,KeyInquiryQuestion,What do we learn from the Lord's prayer?
Christian Religious Education,Grade 3,The Church,The Church as a Community,LearningOutcome,explain the meaning of the church
Christian Religious Education,Grade 3,The Church,The Church as a Community,LearningOutcome,identify members of the church
Christian Religious Education,Grade 3,The Church,The Church as a Community,LearningOutcome,discuss the importance of the church
Christian Religious Education,Grade 3,The Church,The Church as a Community,LearningOutcome,show desire to be a member of the church
Christian Religious Education,Grade 3,The Church,The Church as a community,KeyInquiryQuestion,Why is the church important?
Christian Religious Education,Grade 3,Christian Living,Friendship,LearningOutcome,explain the meaning of friendship
Christian Religious Education,Grade 3,Christian Living,Friendship,LearningOutcome,identify ways of making and keeping friends
Christian Religious Education,Grade 3,Christian Living,Friendship,LearningOutcome,practise making and keeping friends
Christian Religious Education,Grade 3,Christian Living,Friendship,LearningOutcome,show willingness to make and keep friends
Christian Religious Education,Grade 3,Christian Living,Friendship,KeyInquiryQuestion,How can we make and keep friends?
Christian Religious Education,Grade 3,Christian Living,Trust,LearningOutcome,explain the meaning of trust
Christian Religious Education,Grade 3,Christian Living,Trust,LearningOutcome,identify ways of showing trust
Christian Religious Education,Grade 3,Christian Living,Trust,LearningOutcome,practise trust in their daily lives
Christian Religious Education,Grade 3,Christian Living,Trust,LearningOutcome,show willingness to be trustworthy
Christian Religious Education,Grade 3,Christian Living,Trust,KeyInquiryQuestion,Why should we be trustworthy?
Creative Activities,Grade 3,Music,Rhythm,LearningOutcome,respond to rhythm in music
Creative Activities,Grade 3,Music,Rhythm,LearningOutcome,play rhythmic patterns
Creative Activities,Grade 3,Music,Rhythm,LearningOutcome,enjoy responding to rhythm
Creative Activities,Grade 3,Music,Rhythm,KeyInquiryQuestion,How is rhythm created in music?
Creative Activities,Grade 3,Music,Melody,LearningOutcome,sing familiar songs
Creative Activities,Grade 3,Music,Melody,LearningOutcome,sing in parts
Creative Activities,Grade 3,Music,Melody,LearningOutcome,enjoy singing
Creative Activities,Grade 3,Music,Melody,KeyInquiryQuestion,What makes a song enjoyable?
Creative Activities,Grade 3,Music,Musical Instruments,LearningOutcome,identify musical instruments
Creative Activities,Grade 3,Music,Musical Instruments,LearningOutcome,play musical instruments
Creative Activities,Grade 3,Music,Musical Instruments,LearningOutcome,enjoy playing musical instruments
Creative Activities,Grade 3,Music,Musical Instruments,KeyInquiryQuestion,How are musical instruments played?
Creative Activities,Grade 3,Art,Drawing,LearningOutcome,draw from observation
Creative Activities,Grade 3,Art,Drawing,LearningOutcome,use lines and shapes to create texture
Creative Activities,Grade 3,Art,Drawing,LearningOutcome,discuss own and others' drawings
Creative Activities,Grade 3,Art,Drawing,LearningOutcome,enjoy drawing from observation
Creative Activities,Grade 3,Art,Drawing,KeyInquiryQuestion,How is texture created in a drawing?
Creative Activities,Grade 3,Art,Painting,LearningOutcome,paint from imagination
Creative Activities,Grade 3,Art,Painting,LearningOutcome,use primary colours to create patterns
Creative Activities,Grade 3,Art,Painting,LearningOutcome,discuss own and others' paintings
Creative Activities,Grade 3,Art,Painting,LearningOutcome,enjoy painting from imagination
Creative Activities,Grade 3,Art,Painting,KeyInquiryQuestion,How are patterns created in a painting?
Creative Activities,Grade 3,Art,Print Making,LearningOutcome,make prints using found objects
Creative Activities,Grade 3,Art,Print Making,LearningOutcome,use prints to make a picture
Creative Activities,Grade 3,Art,Print Making,LearningOutcome,discuss own and others' prints
Creative Activities,Grade 3,Art,Print Making,LearningOutcome,enjoy making prints
Creative Activities,Grade 3,Art,Print Making,KeyInquiryQuestion,How are prints made?
Creative Activities,Grade 3,Craft,Weaving,LearningOutcome,weave a mat using plain weaving
Creative Activities,Grade 3,Craft,Weaving,LearningOutcome,use different materials to weave
Creative Activities,Grade 3,Craft,Weaving,LearningOutcome,discuss own and others' work
Creative Activities,Grade 3,Craft,Weaving,LearningOutcome,enjoy weaving
Creative Activities,Grade 3,Craft,Weaving,KeyInquiryQuestion,How is a mat woven?
Creative Activities,Grade 3,Craft,Pottery,LearningOutcome,make a pot using thumb technique
Creative Activities,Grade 3,Craft,Pottery,LearningOutcome,decorate the pot
Creative Activities,Grade 3,Craft,Pottery,LearningOutcome,discuss own and others' pots
Creative Activities,Grade 3,Craft,Pottery,LearningOutcome,enjoy making pots
Creative Activities,Grade 3,Craft,Pottery,KeyInquiryQuestion,How is a pot made?
Creative Activities,Grade 3,Craft,Modelling,LearningOutcome,model animals using clay
Creative Activities,Grade 3,Craft,Modelling,LearningOutcome,use different forms and textures
Creative Activities,Grade 3,Craft,Modelling,LearningOutcome,discuss own and others' work
Creative Activities,Grade 3,Craft,Modelling,LearningOutcome,enjoy modelling
Creative Activities,Grade 3,Craft,Modelling,KeyInquiryQuestion,How are animals modelled?
English Language Activities,Grade 3,Listening and Speaking,News report,LearningOutcome,listen to a news report
English Language Activities,Grade 3,Listening and Speaking,News report,LearningOutcome,answer questions from a news report
English Language Activities,Grade 3,Listening and Speaking,News report,LearningOutcome,give a news report
English Language Activities,Grade 3,Listening and Speaking,News report,LearningOutcome,enjoy listening to and giving news reports
English Language Activities,Grade 3,Listening and Speaking,News report,KeyInquiryQuestion,What makes a good news report?
English Language Activities,Grade 3,Listening and Speaking,Sounds,LearningOutcome,identify consonant sounds /k/ and /g/
English Language Activities,Grade 3,Listening and Speaking,Sounds,LearningOutcome,pronounce consonant sounds /k/ and /g/ correctly in words
English Language Activities,Grade 3,Listening and Speaking,Sounds,LearningOutcome,use words with consonant sounds /k/ and /g/ in sentences
English Language Activities,Grade 3,Listening and Speaking,Sounds,LearningOutcome,enjoy pronouncing the sounds correctly
English Language Activities,Grade 3,Listening and Speaking,Sounds,KeyInquiryQuestion,How are the sounds /k/ and /g/ articulated?
English Language Activities,Grade 3,Reading,Aloud reading,LearningOutcome,read a story aloud
English Language Activities,Grade 3,Reading,Aloud reading,LearningOutcome,use correct pronunciation
English Language Activities,Grade 3,Reading,Aloud reading,LearningOutcome,observe punctuation
English Language Activities,Grade 3,Reading,Aloud reading,LearningOutcome,enjoy reading aloud
English Language Activities,Grade 3,Reading,Aloud reading,KeyInquiryQuestion,How should one read aloud?
English Language Activities,Grade 3,Reading,Comprehension,LearningOutcome,read and understand a poem
English Language Activities,Grade 3,Reading,Comprehension,LearningOutcome,answer questions from a poem
English Language Activities,Grade 3,Reading,Comprehension,LearningOutcome,identify new words from a poem
English Language Activities,Grade 3,Reading,Comprehension,LearningOutcome,enjoy reading poems
English Language Activities,Grade 3,Reading,Comprehension,KeyInquiryQuestion,How does one get meaning from a poem?
English Language Activities,Grade 3,Reading,Extensive reading,LearningOutcome,choose a book for extensive reading
English Language Activities,Grade 3,Reading,Extensive reading,LearningOutcome,read an extensive reader for enjoyment
English Language Activities,Grade 3,Reading,Extensive reading,LearningOutcome,retell a story they have read
English Language Activities,Grade 3,Reading,Extensive reading,LearningOutcome,enjoy reading extensively
English Language Activities,Grade 3,Reading,Extensive reading,KeyInquiryQuestion,How does one retell a story they have read?
English Language Activities,Grade 3,Grammar,Nouns,LearningOutcome,identify naming words
English Language Activities,Grade 3,Grammar,Nouns,LearningOutcome,use naming words in sentences
English Language Activities,Grade 3,Grammar,Nouns,LearningOutcome,enjoy using naming words
English Language Activities,Grade 3,Grammar,Nouns,KeyInquiryQuestion,How are naming words used in sentences?
English Language Activities,Grade 3,Grammar,Verbs,LearningOutcome,identify action words
English Language Activities,Grade 3,Grammar,Verbs,LearningOutcome,use action words in sentences
English Language Activities,Grade 3,Grammar,Verbs,LearningOutcome,enjoy using action words
English Language Activities,Grade 3,Grammar,Verbs,KeyInquiryQuestion,How are action words used in sentences?
English Language Activities,Grade 3,Grammar,Adjectives,LearningOutcome,identify describing words
English Language Activities,Grade 3,Grammar,Adjectives,LearningOutcome,use describing words in sentences
English Language Activities,Grade 3,Grammar,Adjectives,LearningOutcome,enjoy using describing words
English Language Activities,Grade 3,Grammar,Adjectives,KeyInquiryQuestion,How are describing words used in sentences?
English Language Activities,Grade 3,Writing,Handwriting,LearningOutcome,write letters of the alphabet legibly
English Language Activities,Grade 3,Writing,Handwriting,LearningOutcome,write words legibly
English Language Activities,Grade 3,Writing,Handwriting,LearningOutcome,enjoy writing
English Language Activities,Grade 3,Writing,Handwriting,KeyInquiryQuestion,What makes good handwriting?
English Language Activities,Grade 3,Writing,Spelling,LearningOutcome,spell words correctly
English Language Activities,Grade 3,Writing,Spelling,LearningOutcome,write dictated words
English Language Activities,Grade 3,Writing,Spelling,LearningOutcome,enjoy spelling words correctly
English Language Activities,Grade 3,Writing,Spelling,KeyInquiryQuestion,How can one improve their spelling?
English Language Activities,Grade 3,Writing,Punctuation,LearningOutcome,identify punctuation marks
English Language Activities,Grade 3,Writing,Punctuation,LearningOutcome,use punctuation marks correctly
English Language Activities,Grade 3,Writing,Punctuation,LearningOutcome,enjoy using punctuation marks
English Language Activities,Grade 3,Writing,Punctuation,KeyInquiryQuestion,How are punctuation marks used?
English Language Activities,Grade 3,Writing,Sentences,LearningOutcome,write simple sentences
English Language Activities,Grade 3,Writing,Sentences,LearningOutcome,use a variety of words
English Language Activities,Grade 3,Writing,Sentences,LearningOutcome,enjoy writing simple sentences
English Language Activities,Grade 3,Writing,Sentences,KeyInquiryQuestion,What makes a good sentence?
Indigenous Language,Grade 3,Social environment,Greetings,LearningOutcome,greet different people
Indigenous Language,Grade 3,Social environment,Greetings,LearningOutcome,use polite language
Indigenous Language,Grade 3,Social environment,Greetings,LearningOutcome,enjoy greeting people
Indigenous Language,Grade 3,Social environment,Greetings,KeyInquiryQuestion,How do we greet people?
Indigenous Language,Grade 3,Social environment,Family,LearningOutcome,name family members
Indigenous Language,Grade 3,Social environment,Family,LearningOutcome,talk about their families
Indigenous Language,Grade 3,Social environment,Family,LearningOutcome,enjoy talking about their families
Indigenous Language,Grade 3,Social environment,Family,KeyInquiryQuestion,How do we talk about our families?
Indigenous Language,Grade 3,Social environment,School,LearningOutcome,name people in school
Indigenous Language,Grade 3,Social environment,School,LearningOutcome,talk about their school
Indigenous Language,Grade 3,Social environment,School,LearningOutcome,enjoy talking about their school
Indigenous Language,Grade 3,Social environment,School,KeyInquiryQuestion,How do we talk about our school?
Indigenous Language,Grade 3,Health,Foods and drinks,LearningOutcome,name foods and drinks
Indigenous Language,Grade 3,Health,Foods and drinks,LearningOutcome,talk about their favourite foods
Indigenous Language,Grade 3,Health,Foods and drinks,LearningOutcome,enjoy eating healthy foods
Indigenous Language,Grade 3,Health,Foods and drinks,KeyInquiryQuestion,How do we talk about foods and drinks?
Indigenous Language,Grade 3,Health,Parts of the body,LearningOutcome,name parts of the body
Indigenous Language,Grade 3,Health,Parts of the body,LearningOutcome,talk about the use of parts of the body
Indigenous Language,Grade 3,Health,Parts of the body,LearningOutcome,enjoy taking care of their bodies
Indigenous Language,Grade 3,Health,Parts of the body,KeyInquiryQuestion,Why are parts of the body important?
Indigenous Language,Grade 3,Physical Environment,Home,LearningOutcome,name things found at home
Indigenous Language,Grade 3,Physical Environment,Home,LearningOutcome,talk about their homes
Indigenous Language,Grade 3,Physical Environment,Home,LearningOutcome,enjoy talking about their homes
Indigenous Language,Grade 3,Physical Environment,Home,KeyInquiryQuestion,How do we talk about our homes?
Indigenous Language,Grade 3,Physical Environment,Animals,LearningOutcome,name domestic animals
Indigenous Language,Grade 3,Physical Environment,Animals,LearningOutcome,talk about animals
Indigenous Language,Grade 3,Physical Environment,Animals,LearningOutcome,enjoy talking about animals
Indigenous Language,Grade 3,Physical Environment,Animals,KeyInquiryQuestion,How do we talk about animals?
Indigenous Language,Grade 3,Physical Environment,Colours,LearningOutcome,name colours
Indigenous Language,Grade 3,Physical Environment,Colours,LearningOutcome,identify objects by colour
Indigenous Language,Grade 3,Physical Environment,Colours,LearningOutcome,enjoy identifying colours
Indigenous Language,Grade 3,Physical Environment,Colours,KeyInquiryQuestion,How do we describe colours?
Indigenous Language,Grade 3,Reading,Reading aloud,LearningOutcome,"read letters, words and sentences aloud"
Indigenous Language,Grade 3,Reading,Reading aloud,LearningOutcome,use correct pronunciation
Indigenous Language,Grade 3,Reading,Reading aloud,LearningOutcome,enjoy reading aloud
Indigenous Language,Grade 3,Reading,Reading aloud,KeyInquiryQuestion,How should one read aloud?
Indigenous Language,Grade 3,Reading,Comprehension,LearningOutcome,read a text silently
Indigenous Language,Grade 3,Reading,Comprehension,LearningOutcome,answer questions from the text
Indigenous Language,Grade 3,Reading,Comprehension,LearningOutcome,enjoy reading silently
Indigenous Language,Grade 3,Reading,Comprehension,KeyInquiryQuestion,How does one get meaning from a text?
Indigenous Language,Grade 3,Grammar,Word categories,LearningOutcome,identify naming and action words
Indigenous Language,Grade 3,Grammar,Word categories,LearningOutcome,use naming and action words in sentences
Indigenous Language,Grade 3,Grammar,Word categories,LearningOutcome,enjoy using naming and action words
Indigenous Language,Grade 3,Grammar,Word categories,KeyInquiryQuestion,How are naming and action words used?
Indigenous Language,Grade 3,Writing,Handwriting,LearningOutcome,write letters and words legibly
Indigenous Language,Grade 3,Writing,Handwriting,LearningOutcome,use correct punctuation
Indigenous Language,Grade 3,Writing,Handwriting,LearningOutcome,enjoy writing
Indigenous Language,Grade 3,Writing,Handwriting,KeyInquiryQuestion,What makes good handwriting?
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Sauti,LearningOutcome,kubainisha sauti za herufi
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Sauti,LearningOutcome,kutamka sauti za herufi
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Sauti,LearningOutcome,kuumba maneno kutokana na sauti za herufi
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Sauti,LearningOutcome,kufurahia kucheza na sauti za herufi
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Sauti,KeyInquiryQuestion,Sauti za herufi hutusaidiaje kujifunza lugha?
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Maagano,LearningOutcome,kueleza maana ya maagano
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Maagano,LearningOutcome,kufanya maagano
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Maagano,LearningOutcome,kutimiza maagano
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Maagano,LearningOutcome,kufurahia kutimiza maagano
Kiswahili,Grade 3,Kusikiliza na Kuzungumza,Maagano,KeyInquiryQuestion,Maagano yana umuhimu gani?
Kiswahili,Grade 3,Kusoma,Kusoma kwa sauti,LearningOutcome,kusoma maneno na sentensi kwa sauti
Kiswahili,Grade 3,Kusoma,Kusoma kwa sauti,LearningOutcome,kuzingatia matamshi sahihi na ishara za uakifishaji
Kiswahili,Grade 3,Kusoma,Kusoma kwa sauti,LearningOutcome,kujibu maswali kutokana na sentensi
Kiswahili,Grade 3,Kusoma,Kusoma kwa sauti,LearningOutcome,kufurahia kusoma
Kiswahili,Grade 3,Kusoma,Kusoma kwa sauti,KeyInquiryQuestion,Unazingatia nini unaposoma kwa sauti?
Kiswahili,Grade 3,Kusoma,Ufahamu,LearningOutcome,kusoma kimya hadithi fupi
Kiswahili,Grade 3,Kusoma,Ufahamu,LearningOutcome,kujibu maswali kutokana na hadithi
Kiswahili,Grade 3,Kusoma,Ufahamu,LearningOutcome,kueleza maana ya maneno mapya
Kiswahili,Grade 3,Kusoma,Ufahamu,LearningOutcome,kufurahia kusoma hadithi
Kiswahili,Grade 3,Kusoma,Ufahamu,KeyInquiryQuestion,Ujumbe katika hadithi hupatikanaje?
Kiswahili,Grade 3,Sarufi,Umoja na wingi,LearningOutcome,kutambua umoja na wingi wa maneno
Kiswahili,Grade 3,Sarufi,Umoja na wingi,LearningOutcome,kutumia umoja na wingi katika sentensi
Kiswahili,Grade 3,Sarufi,Umoja na wingi,LearningOutcome,kufurahia kutumia umoja na wingi
Kiswahili,Grade 3,Sarufi,Umoja na wingi,KeyInquiryQuestion,Umoja na wingi hutumikaje katika sentensi?
Kiswahili,Grade 3,Kuandika,Kuandika,LearningOutcome,"kuandika herufi, silabi na maneno"
Kiswahili,Grade 3,Kuandika,Kuandika,LearningOutcome,kuandika sentensi fupi
Kiswahili,Grade 3,Kuandika,Kuandika,LearningOutcome,kuzingatia uandishi nadhifu
Kiswahili,Grade 3,Kuandika,Kuandika,LearningOutcome,kufurahia kuandika
Kiswahili,Grade 3,Kuandika,Kuandika,KeyInquiryQuestion,Uandishi mzuri huzingatia nini?
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,sort and group objects according to size
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,make patterns using objects of different sizes
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,recite number names in symbols up to 100
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,represent numbers up to 3-digits using objects
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,demonstrate place value of numbers up to 3-digits
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,read and write numbers 1 - 100 in symbols
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,compare and order numbers up to 100
Mathematics Activities,Grade 3,Numbers,Number Concept,LearningOutcome,enjoy working with numbers
Mathematics Activities,Grade 3,Numbers,Number Concept,KeyInquiryQuestion,How are numbers used in our daily lives?
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,add a 2-digit number to a 2-digit number without regrouping
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,add a 2-digit number to a 2-digit number with regrouping
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,add a 3-digit number to a 2-digit number without regrouping
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,subtract a 1-digit number from a 2-digit number with and without borrowing
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,subtract a 2-digit number from a 2-digit number with and without borrowing
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,multiply a 1-digit number by a 1-digit number
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,divide a 1-digit number by a 1-digit number
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,"apply addition, subtraction, multiplication and division in real life situations"
Mathematics Activities,Grade 3,Numbers,Whole Numbers,LearningOutcome,enjoy working with numbers
Mathematics Activities,Grade 3,Numbers,Whole Numbers,KeyInquiryQuestion,How do we find out the total number of items?
Mathematics Activities,Grade 3,Numbers,Fractions,LearningOutcome,identify a half and a quarter of a whole
Mathematics Activities,Grade 3,Numbers,Fractions,LearningOutcome,read and write a half and a quarter
Mathematics Activities,Grade 3,Numbers,Fractions,LearningOutcome,represent a half and a quarter as part of a group
Mathematics Activities,Grade 3,Numbers,Fractions,LearningOutcome,enjoy working with fractions
Mathematics Activities,Grade 3,Numbers,Fractions,KeyInquiryQuestion,How do we get a half or a quarter?
Mathematics Activities,Grade 3,Measurement,Length,LearningOutcome,compare lengths of objects directly
Mathematics Activities,Grade 3,Measurement,Length,LearningOutcome,measure length using arbitrary units
Mathematics Activities,Grade 3,Measurement,Length,LearningOutcome,identify the metre as a unit of measuring length
Mathematics Activities,Grade 3,Measurement,Length,LearningOutcome,estimate length in metres
Mathematics Activities,Grade 3,Measurement,Length,LearningOutcome,measure length in metres
Mathematics Activities,Grade 3,Measurement,Length,LearningOutcome,add and subtract units of length in metres
Mathematics Activities,Grade 3,Measurement,Length,LearningOutcome,enjoy measuring length
Mathematics Activities,Grade 3,Measurement,Length,KeyInquiryQuestion,How do we measure length?
Mathematics Activities,Grade 3,Measurement,Mass,LearningOutcome,compare mass of objects directly
Mathematics Activities,Grade 3,Measurement,Mass,LearningOutcome,measure mass using arbitrary units
